Time,CH A,
5.03252E-4,1.2827E-2,
5.04252E-4,-1.1173E-2,
5.05253E-4,1.2827E-2,
5.06253E-4,-3.173E-3,
5.07254E-4,1.2827E-2,
5.08254E-4,-1.1173E-2,
5.09255E-4,1.2827E-2,
5.10255E-4,-1.1173E-2,
5.11256E-4,1.2827E-2,
5.12256E-4,-1.9173E-2,
5.13257E-4,4.827E-3,
5.14257E-4,-1.1173E-2,
5.15258E-4,1.2827E-2,
5.16258E-4,-1.9173E-2,
5.17259E-4,4.827E-3,
5.18259E-4,-1.9173E-2,
5.1926E-4,1.2827E-2,
5.2026E-4,-1.1173E-2,
5.21261E-4,1.2827E-2,
5.22261E-4,-1.1173E-2,
5.23262E-4,1.2827E-2,
5.24262E-4,-1.1173E-2,
5.25263E-4,1.2827E-2,
5.26263E-4,-1.1173E-2,
5.27264E-4,1.2827E-2,
5.28264E-4,-1.1173E-2,
5.29265E-4,1.2827E-2,
5.30265E-4,-1.1173E-2,
5.31266E-4,1.2827E-2,
5.32266E-4,-1.1173E-2,
5.33267E-4,4.827E-3,
5.34267E-4,-1.1173E-2,
5.35268E-4,4.827E-3,
5.36268E-4,-1.9173E-2,
5.37269E-4,4.827E-3,
5.38269E-4,-1.1173E-2,
5.3927E-4,1.2827E-2,
5.4027E-4,-1.1173E-2,
5.41271E-4,1.2827E-2,
5.42271E-4,-1.1173E-2,
5.43272E-4,1.2827E-2,
5.44272E-4,-1.1173E-2,
5.45273E-4,1.2827E-2,
5.46273E-4,-3.173E-3,
5.47274E-4,2.0827E-2,
5.48274E-4,-3.173E-3,
5.49275E-4,1.2827E-2,
5.50275E-4,-1.1173E-2,
5.51276E-4,1.2827E-2,
5.52276E-4,-1.1173E-2,
5.53277E-4,1.2827E-2,
5.54277E-4,-1.1173E-2,
5.55278E-4,4.827E-3,
5.56278E-4,-1.1173E-2,
5.57279E-4,1.2827E-2,
5.58279E-4,-1.1173E-2,
5.5928E-4,1.2827E-2,
5.6028E-4,-1.1173E-2,
5.61281E-4,1.2827E-2,
5.62281E-4,-1.1173E-2,
5.63282E-4,1.2827E-2,
5.64282E-4,-1.1173E-2,
5.65283E-4,1.2827E-2,
5.66283E-4,-1.1173E-2,
5.67284E-4,2.0827E-2,
5.68284E-4,-3.173E-3,
5.69285E-4,1.2827E-2,
5.70285E-4,-1.1173E-2,
5.71286E-4,1.2827E-2,
5.72286E-4,-1.1173E-2,
5.73287E-4,1.2827E-2,
5.74287E-4,-1.1173E-2,
5.75288E-4,4.827E-3,
5.76288E-4,-1.1173E-2,
5.77289E-4,4.827E-3,
5.78289E-4,-1.1173E-2,
5.7929E-4,4.827E-3,
5.8029E-4,-1.1173E-2,
5.81291E-4,1.2827E-2,
5.82291E-4,-1.1173E-2,
5.83292E-4,1.2827E-2,
5.84292E-4,-1.1173E-2,
5.85293E-4,1.2827E-2,
5.86293E-4,-1.1173E-2,
5.87294E-4,1.2827E-2,
5.88294E-4,-1.1173E-2,
5.89295E-4,1.2827E-2,
5.90295E-4,-1.1173E-2,
5.91296E-4,1.2827E-2,
5.92296E-4,-1.1173E-2,
5.93297E-4,1.2827E-2,
5.94297E-4,-1.1173E-2,
5.95298E-4,1.2827E-2,
5.96298E-4,-1.1173E-2,
5.97299E-4,1.2827E-2,
5.98299E-4,-1.1173E-2,
5.993E-4,1.2827E-2,
6.003E-4,-1.1173E-2,
